post_id,source,source_type,platform,date_published,collection_window,url,language,truncated,tagged_with,notes,crisis_related,crisis_topic,communication_type,location,instruction,contact_link,time_date,target_group,actionability_score
LEBA_013,Lebanese Army,government military,X,2026-04-16,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2044844574560976916,ar,no,#الجيش_اللبناني #LebaneseArmy,Ceasefire reported: delay return to south until agreement in force; avoid hostile areas; follow army; report UXO to nearest army post,yes,displacement/return / UXO / Israeli military aggression,warning/alert,southern villages,delay return; avoid Israeli-occupied areas; follow army guidance; report UXO,nearest army post (أقرب مركز عسكري),ceasefire announcement context,returnees to south Lebanon,4
LEBA_014,Lebanese Army,government military,X,2026-04-16,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2044902963831869464,ar,no,#الجيش_اللبناني #LebaneseArmy,Warning: celebratory gunfire endangers civilians and property; do not fire weapons under any circumstances; army will arrest offenders,yes,public safety / civil unrest,warning/alert,Lebanon (general),do not fire weapons under any circumstances,no,post-ceasefire announcement (Apr 16–17),citizens / weapon holders,3
LEBA_015,Lebanese Army,government military,X,2026-04-16,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2044919941283934656,ar,no,#الجيش_اللبناني #LebaneseArmy,Army patrol ambushed in Bab al-Tabbane-Tripoli: 1 martyr + 2 injured; area cordoned off; raids underway,yes,security incident / casualties,incident report,Bab al-Tabbane-Tripoli,no,no,yes,no,2
LEBA_016,Lebanese Army,government military,X,2026-04-16,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2044925319501500562,ar,no,#الجيش_اللبناني #LebaneseArmy,Updated return advisory: ceasefire violations + intermittent shelling; delay return especially at night; follow army; avoid danger areas,yes,displacement/return / Israeli military aggression,warning/alert,southern villages,delay return; follow army; avoid danger areas especially at night,no,ceasefire violation context,returnees to south Lebanon,4
LEBA_017,Lebanese Army,government military,X,2026-04-17,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045024681632178644,ar,no,#الجيش_اللبناني #LebaneseArmy,Army working to fully reopen Qasmiye Bridge-Tyre after Apr 16 Israeli attack; army unit stationed at perimeter,yes,infrastructure,service announcement,Qasmiye Bridge-Tyre,bridge reopening in progress,no,yes,no,2
LEBA_018,Lebanese Army,government military,X,2026-04-17,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045030077545492655,ar,no,#الجيش_اللبناني #LebaneseArmy,9 arrested for celebratory gunfire in Beirut and southern suburb night of Apr 16-17; follow-up pursuit underway,yes,public safety / civil unrest,coordination update,Beirut / southern suburb,no,no,yes,no,2
LEBA_019,Lebanese Army,government military,X,2026-04-17,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045054434787418405,ar,no,#الجيش_اللبناني #LebaneseArmy,Martyr obituary: Sgt Bilal Khalid killed Apr 17 in Bab al-Tabbane-Tripoli; full funeral + condolence schedule across Sindianeh and Tripoli,yes,security incident / casualties,incident report,Bab al-Tabbane-Tripoli / Sindianeh-Akkar,no,no,yes,families and mourners,3
LEBA_020,Lebanese Army,government military,X,2026-04-17,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045140798149169198,ar,no,#الجيش_اللبناني #LebaneseArmy,Army escorting returnees south; roads being cleared; Debin-Marjeyoun road opened. Do NOT use army-closed roads — they lead to Israeli-occupied villages,yes,displacement/return / UXO / Israeli military aggression,warning/alert,south Litani sector / Debin-Marjeyoun,follow army guidance; do NOT use army-closed roads (lead to Israeli-held villages),army units deployed in south (nearest unit),current ceasefire return period,returnees to south Lebanon,5
LEBA_021,Lebanese Army,government military,X,2026-04-18,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045473209135333636,ar,no,#الجيش_اللبناني #LebaneseArmy,Army condemns UNIFIL patrol attack in Ghanduryya-Bint Jbeil by gunmen; investigation underway; coordination with UNIFIL continues,yes,security incident / UNIFIL,incident report,Ghanduryya-Bint Jbeil,no,no,yes,no,2
LEBA_022,Lebanese Army,government military,X,2026-04-18,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045507600947560745,ar,no,#الجيش_اللبناني #LebaneseArmy,Follow-up arrests for celebratory gunfire: 8 arrested in Beirut/Baabda/Baalbek Apr 18; additional pursuit ongoing,yes,public safety / civil unrest,coordination update,Beirut / Baabda / Baalbek,no,no,yes,no,2
LEBA_023,Lebanese Army,government military,X,2026-04-19,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045746171394527372,ar,no,#الجيش_اللبناني #LebaneseArmy,Khardali-Nabatiyye road fully open; Burj Rahhal-Tyre bridge partially open; Tyrfilsiyye-Tyre bridge rehabilitation ongoing,yes,infrastructure / displacement/return,service announcement,Khardali-Nabatiyye / Burj Rahhal-Tyre / Tyrfilsiyye-Tyre,road now open: Khardali-Nabatiyye,no,yes,road users / returnees to south,4
LEBA_024,Lebanese Army,government military,X,2026-04-19,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045800364406964658,ar,no,#الجيش_اللبناني #LebaneseArmy,UXO: 5 unexploded bombs disposed in Haret Hreik-South Suburb; citizens warned not to approach damaged areas; report suspicious objects to nearest army post,yes,UXO / Israeli military aggression,warning/alert,Haret Hreik-southern suburb,do not approach damaged areas; report suspicious objects,nearest army post (أقرب مركز عسكري),yes,residents near damaged areas,5
LEBA_025,Lebanese Army,government military,X,2026-04-19,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045855038577238176,ar,no,#الجيش_اللبناني #LebaneseArmy,UXO awareness image post: 'Don't approach. Don't touch. Report immediately.' — slogan only no location detail,yes,UXO,warning/alert,none,do not approach; do not touch; report immediately,no,no,no,1
LEBA_026,Lebanese Army,government military,X,2026-04-19,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045904192531833292,ar,no,#الجيش_اللبناني #LebaneseArmy,Army removes Israeli-placed dirt barrier on Maari-Ain Arab road; surveillance point set up; Tyrfilsiyye bridge culvert underway for vehicles,yes,infrastructure / displacement/return / Israeli military aggression,service announcement / coordination update,Maari-Ain Arab / Tyrfilsiyye-Tyre,road opened: Maari-Ain Arab,no,yes,road users / returnees,4
LEBA_027,Lebanese Army,government military,X,2026-04-20,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2046116629730181273,ar,no,#الجيش_اللبناني #LebaneseArmy,UXO awareness image post: 'Don't approach. Don't touch. Report immediately.' — slogan only no location detail,yes,UXO,warning/alert,none,do not approach; do not touch; report immediately,no,no,no,1
LEBA_028,Lebanese Army,government military,X,2026-04-20,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2046274569019752846,ar,no,#الجيش_اللبناني #LebaneseArmy,Replacement bridge for Tyrfilsiyye-Tyre completed and open to vehicles,yes,infrastructure / displacement/return,service announcement,Tyrfilsiyye-Tyre,bridge now open to vehicles,no,yes,road users / returnees,4
LEBA_029,Lebanese Army,government military,X,2026-04-21,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2046600726697115837,ar,no,#الجيش_اللبناني #LebaneseArmy,Commander visits 12th Brigade Qubba-Tripoli; condolences for Apr 17 martyr; addresses Israeli aggression and civil peace,yes,Israeli military aggression / public safety,coordination update,Qubba-Tripoli,no,no,no,no,1
LEBA_030,Lebanese Army,government military,X,2026-04-22,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2047010032189915523,ar,no,#الجيش_اللبناني #LebaneseArmy,Army condolences on death of French UNIFIL soldier from Apr 18 Ghanduryya attack; condemns attacks on UNIFIL; investigation continues,yes,security incident / UNIFIL,incident report,Ghanduryya-Bint Jbeil (referenced),no,no,yes,no,2
LEBA_031,Lebanese Army,government military,X,2026-04-23,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2047345312965009479,ar,no,#الجيش_اللبناني #LebaneseArmy,UXO: 8 bombs disposed in South Suburb/Baabda + Majdal Salem-Marjeyoun + Aiteet + Zbqin-Tyre + Haboush-Nabatiyye; report suspicious objects to nearest army post,yes,UXO / Israeli military aggression,warning/alert,South Suburb-Baabda / Majdal Salem-Marjeyoun / Aiteet / Zbqin-Tyre / Haboush-Nabatiyye,exercise caution near damaged areas; report suspicious objects,nearest army post (أقرب مركز عسكري),yes,residents near damaged areas,5
LEBA_032,Lebanese Army,government military,X,2026-04-26,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2048434912269574430,ar,no,#الجيش_اللبناني #LebaneseArmy,UXO: 1 unexploded bomb disposed in Tebbin-Bint Jbeil; be cautious near damaged areas; report suspicious objects to nearest army post,yes,UXO / Israeli military aggression,warning/alert,Tebbin-Bint Jbeil,exercise caution near damaged areas; report suspicious objects,nearest army post (أقرب مركز عسكري),yes,residents near damaged areas,5
LEBA_033,Lebanese Army,government military,X,2026-04-28,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2049153594524398040,ar,no,#الجيش_اللبناني #LebaneseArmy,Commander receives Canadian ambassador (army support) + parliamentary committee on documenting Israeli destruction of southern villages,yes,Israeli military aggression / coordination,coordination update,Yarze-Baabda,no,no,no,no,1
LEBA_034,Lebanese Army,government military,X,2026-04-28,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2049172658743324677,ar,no,#الجيش_اللبناني #LebaneseArmy,Israeli airstrike on army patrol + civil defense + civilian bulldozers during citizen rescue in Majdal Zoun-Tyre: 2 soldiers injured,yes,Israeli military aggression / casualties,incident report,Majdal Zoun-Tyre,no,no,yes,no,2
LEBA_035,Lebanese Army,government military,X,2026-04-29,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2049430379187044767,ar,no,#الجيش_اللبناني #LebaneseArmy,Army soldier and his brother killed by Israeli airstrike in Kharbet Salem-Bint Jbeil while traveling between duty post and home,yes,Israeli military aggression / casualties,incident report,Kharbet Salem-Bint Jbeil,no,no,yes,no,2
LEBA_036,Lebanese Army,government military,X,2026-04-29,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2049455528640659663,ar,no,#الجيش_اللبناني #LebaneseArmy,Martyr obituary: Soldier Hussein Ahmad Sultan killed Apr 29 in Kharbet Salem-Bint Jbeil; funeral schedule to be announced,yes,Israeli military aggression / casualties,incident report,Kharbet Salem-Bint Jbeil / Sawaneh-Marjeyoun,no,no,yes,families and mourners,3
LEBA_037,Lebanese Army,government military,X,2026-04-30,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2049888439550558526,ar,no,#الجيش_اللبناني #LebaneseArmy,Army soldier and family members killed by Israeli airstrike on their home in Kfarramman-Nabatiyye,yes,Israeli military aggression / casualties,incident report,Kfarramman-Nabatiyye,no,no,yes,no,2
LEBA_038,Lebanese Army,government military,X,2026-04-30,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2049900918305398967,ar,no,#الجيش_اللبناني #LebaneseArmy,Martyr obituary: Muaween Ali Rafat Jaber killed Apr 30 in Kfarramman-Nabatiyye; funeral schedule to be announced,yes,Israeli military aggression / casualties,incident report,Kfarramman-Nabatiyye / Kfartibnet-Nabatiyye,no,no,yes,families and mourners,3
LEBA_039,Lebanese Army,government military,X,2026-05-02,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2050601730266497062,ar,no,#الجيش_اللبناني #LebaneseArmy,Commander holds emergency meeting with ceasefire mechanism head Gen. Clearfield at Beirut Air Base; discusses security situation and mechanism effectiveness,yes,ceasefire / coordination,coordination update,Beirut Air Base,no,no,yes,no,2
LEBA_040,Lebanese Army,government military,X,2026-05-04,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2051402589070139469,ar,no,#الجيش_اللبناني #LebaneseArmy,Israeli airstrike on army vehicle traveling between posts in Kafra-Bint Jbeil: officer + soldier lightly wounded,yes,Israeli military aggression / casualties,incident report,Kafra-Bint Jbeil,no,no,yes,no,2
